1	38
1	47
1	52
1	57
1	78
1	94
2	38
2	40
2	74
2	91
2	92
2	97
3	10
3	39
3	54
3	58
3	66
3	74
4	8
4	11
4	16
4	77
4	83
4	99
5	25
5	69
5	71
5	82
5	94
5	96
6	27
6	39
6	45
6	58
6	66
6	94
7	40
7	43
7	48
7	67
7	75
7	79
8	4
8	29
8	46
8	79
8	85
8	96
9	11
9	25
9	42
9	72
9	81
9	93
10	3
10	71
10	73
10	81
10	85
10	93
11	4
11	9
11	29
11	42
11	73
11	98
12	26
12	50
12	59
12	77
12	79
12	84
13	58
13	69
13	70
13	86
13	91
13	95
14	29
14	71
14	77
14	88
14	94
14	99
15	26
15	59
15	67
15	82
15	98
15	100
16	4
16	32
16	55
16	65
16	86
16	98
17	20
17	35
17	64
17	71
17	81
17	85
18	59
18	60
18	67
18	75
18	82
18	84
19	23
19	60
19	89
19	90
19	95
19	100
20	17
20	46
20	78
20	80
20	93
20	94
21	26
21	54
21	84
21	91
21	96
21	97
22	36
22	63
22	89
22	90
22	95
22	96
23	19
23	27
23	75
23	76
23	81
23	92
23	97
24	27
24	41
24	79
24	89
24	90
24	92
24	95
25	5
25	9
25	71
25	78
25	83
25	94
25	99
26	12
26	15
26	21
26	50
26	59
26	63
26	97
27	6
27	23
27	24
27	37
27	58
27	66
27	96
28	34
28	41
28	42
28	46
28	68
28	86
28	96
29	8
29	11
29	14
29	45
29	69
29	83
29	96
30	48
30	73
30	88
30	91
30	95
30	98
30	100
31	51
31	61
31	73
31	81
31	85
31	93
31	94
32	16
32	39
32	48
32	59
32	67
32	75
32	78
33	54
33	79
33	83
33	84
33	88
33	91
33	97
34	28
34	50
34	52
34	57
34	86
34	95
34	98
35	17
35	45
35	65
35	70
35	77
35	82
35	84
36	22
36	47
36	61
36	74
36	88
36	93
36	99
37	27
37	46
37	51
37	57
37	62
37	64
37	100
38	1
38	2
38	42
38	56
38	62
38	71
38	73
38	94
39	3
39	6
39	32
39	53
39	58
39	66
39	86
39	99
40	2
40	7
40	68
40	88
40	89
40	91
40	93
40	99
41	24
41	28
41	51
41	53
41	65
41	89
41	90
41	100
42	9
42	11
42	28
42	38
42	78
42	93
42	96
42	100
43	7
43	44
43	50
43	69
43	71
43	78
43	93
43	94
44	43
44	56
44	78
44	81
44	85
44	89
44	94
44	99
45	6
45	29
45	35
45	56
45	82
45	93
45	96
45	97
46	8
46	20
46	28
46	37
46	49
46	69
46	72
46	100
47	1
47	36
47	70
47	80
47	82
47	83
47	88
47	96
48	7
48	30
48	32
48	50
48	68
48	73
48	75
48	88
49	46
49	65
49	66
49	69
49	75
49	80
49	88
49	90
50	12
50	26
50	34
50	43
50	48
50	64
50	68
50	75
51	31
51	37
51	41
51	59
51	64
51	73
51	85
51	95
52	1
52	34
52	55
52	68
52	76
52	87
52	92
52	97
53	39
53	41
53	54
53	55
53	86
53	91
53	94
53	100
54	3
54	21
54	33
54	53
54	70
54	80
54	84
54	97
55	16
55	52
55	53
55	58
55	79
55	90
55	95
55	100
56	38
56	44
56	45
56	66
56	73
56	78
56	85
56	94
56	97
57	1
57	34
57	37
57	64
57	65
57	66
57	95
57	98
57	100
58	3
58	6
58	13
58	27
58	39
58	55
58	66
58	88
58	92
59	12
59	15
59	18
59	26
59	32
59	51
59	84
59	86
59	96
60	18
60	19
60	63
60	65
60	74
60	75
60	89
60	90
60	98
61	31
61	36
61	64
61	72
61	75
61	87
61	89
61	92
61	97
62	37
62	38
62	80
62	81
62	83
62	91
62	95
62	98
62	100
63	22
63	26
63	60
63	65
63	82
63	87
63	89
63	90
63	99
64	17
64	37
64	50
64	51
64	57
64	61
64	73
64	81
64	85
64	91
65	16
65	35
65	41
65	49
65	57
65	60
65	63
65	89
65	90
65	92
66	3
66	6
66	27
66	39
66	49
66	56
66	57
66	58
66	76
66	87
67	7
67	15
67	18
67	32
67	75
67	76
67	77
67	84
67	86
67	90
68	28
68	40
68	48
68	50
68	52
68	69
68	80
68	92
68	99
68	100
69	5
69	13
69	29
69	43
69	46
69	49
69	68
69	80
69	95
69	98
69	99
70	13
70	35
70	47
70	54
70	72
70	76
70	83
70	93
70	96
70	97
70	99
71	5
71	10
71	14
71	17
71	25
71	38
71	43
71	76
71	78
71	81
71	94
72	9
72	46
72	61
72	70
72	74
72	76
72	87
72	88
72	92
72	97
72	99
73	10
73	11
73	30
73	31
73	38
73	48
73	51
73	56
73	64
73	75
73	81
73	85
74	2
74	3
74	36
74	60
74	72
74	76
74	82
74	86
74	87
74	89
74	92
74	97
75	7
75	18
75	23
75	32
75	48
75	49
75	50
75	60
75	61
75	67
75	73
75	97
76	23
76	52
76	66
76	67
76	70
76	71
76	72
76	74
76	77
76	87
76	91
76	97
77	4
77	12
77	14
77	35
77	67
77	76
77	80
77	88
77	93
77	95
77	96
77	99
78	1
78	20
78	25
78	32
78	42
78	43
78	44
78	56
78	71
78	80
78	94
78	98
79	7
79	8
79	12
79	24
79	33
79	55
79	82
79	83
79	84
79	89
79	92
79	96
80	20
80	47
80	49
80	54
80	62
80	68
80	69
80	77
80	78
80	84
80	92
80	99
81	9
81	10
81	17
81	23
81	31
81	44
81	62
81	64
81	71
81	73
81	82
81	85
81	98
82	5
82	15
82	18
82	35
82	45
82	47
82	63
82	74
82	79
82	81
82	84
82	90
82	96
83	4
83	25
83	29
83	33
83	47
83	62
83	70
83	79
83	84
83	90
83	92
83	96
83	99
84	12
84	18
84	21
84	33
84	35
84	54
84	59
84	67
84	79
84	80
84	82
84	83
84	87
84	91
85	8
85	10
85	17
85	31
85	44
85	51
85	56
85	64
85	73
